id,stageTemplateId,stageNumber,tier,stageTitle,mistake,npcLine,tanakaStatus_mentalHealth,tanakaStatus_awarenessLevel,inputText,pattern,harassmentScore,problemClarityScore,dialogueScore,supportScore,status,matchedRiskWords,matchedGoodWords,tags,notes,annotator,annotatedAt
s3_t4_008,stage3,3,t4,スリッパ事件,田中が先輩のスリッパを「冷えないように」と懐で温めてロッカーにしまっていた,先輩が喜ぶと思って……（違います）,75,40,スリッパ事件、問題です。次回から私物・備品には触れない、業務手順書の範囲内で行動、不明点は事前確認。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage3|t4,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s4_t1_001,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,今回の打刻忘れについて確認させてください。勤怠記録は給与計算に直結します。原因を教えてもらえますか。次回から退勤時アラーム設定、忘れたら翌朝すぐ修正申請。打刻リマインダーの設定。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage4|t1,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s4_t1_002,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,今回の打刻忘れについて、次回から退勤時アラーム設定、忘れたら翌朝すぐ修正申請。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage4|t1,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s4_t1_003,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,打刻はダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage4|t1,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s4_t1_004,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,今回の打刻忘れは問題です。今後は打刻忘れるなように。,border,28,52,15,10,clear,,,border|stage4|t1,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s4_t1_005,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,何回言えばわかるんだ。打刻もできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage4|t1,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s4_t1_006,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,お前、打刻すらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage4|t1|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s4_t1_007,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,今回の打刻忘れは許されません。勤怠記録は給与計算に直結します。今後は退勤時アラーム設定、忘れたら翌朝すぐ修正申請を徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage4|t1,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s4_t1_008,stage4,4,t1,打刻ミス,田中が勤怠打刻を1日だけ忘れた,リマインダー設定します……,75,40,打刻忘れ、問題です。次回から退勤時アラーム設定、忘れたら翌朝すぐ修正申請。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage4|t1,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s4_t2_001,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,今回の言い訳について確認させてください。他責にすると改善につながりません。原因を教えてもらえますか。次回からまず自分の落ち度を整理して報告、原因分析を一緒に実施。振り返りシートで自分の改善点を書く。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage4|t2,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s4_t2_002,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,今回の言い訳について、次回からまず自分の落ち度を整理して報告、原因分析を一緒に実施。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage4|t2,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s4_t2_003,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,言い訳はダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage4|t2,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s4_t2_004,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,今回の言い訳は問題です。今後は言い訳するなように。,border,28,52,15,10,clear,,,border|stage4|t2,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s4_t2_005,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,何回言えばわかるんだ。言い訳もできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage4|t2,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s4_t2_006,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,お前、言い訳すらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage4|t2|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s4_t2_007,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,今回の言い訳は許されません。他責にすると改善につながりません。今後はまず自分の落ち度を整理して報告、原因分析を一緒に実施を徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage4|t2,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s4_t2_008,stage4,4,t2,言い訳大会,田中がミスを認めず、他メンバーのせいにした,指示が曖昧だったんです……,75,40,言い訳、問題です。次回からまず自分の落ち度を整理して報告、原因分析を一緒に実施。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage4|t2,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s4_t3_001,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,今回の機密流出について確認させてください。社外秘資料の個人LINE送信は情報漏洩です。原因を教えてもらえますか。次回から社外秘は指定ツールのみ使用、送信前に宛先とファイル名を確認。情報管理チェックリストの遵守。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage4|t3,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s4_t3_002,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,今回の機密流出について、次回から社外秘は指定ツールのみ使用、送信前に宛先とファイル名を確認。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage4|t3,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s4_t3_003,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,機密はダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage4|t3,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s4_t3_004,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,今回の機密流出は問題です。今後は機密に気をつけてように。,border,28,52,15,10,clear,,,border|stage4|t3,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s4_t3_005,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,何回言えばわかるんだ。機密もできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage4|t3,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s4_t3_006,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,お前、機密すらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage4|t3|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s4_t3_007,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,今回の機密流出は許されません。社外秘資料の個人LINE送信は情報漏洩です。今後は社外秘は指定ツールのみ使用、送信前に宛先とファイル名を確認を徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage4|t3,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s4_t3_008,stage4,4,t3,機密情報流出,田中が社外秘資料を個人LINEに誤送信した,送信先、確認してませんでした……,75,40,機密流出、問題です。次回から社外秘は指定ツールのみ使用、送信前に宛先とファイル名を確認。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage4|t3,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s4_t4_001,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,今回のコピー機散乱について確認させてください。500枚散乱は環境・コスト・情報管理すべてに問題です。原因を教えてもらえますか。次回からコピー枚数は必ず確認、離席時は操作をキャンセル、居眠り時は休憩を取る。コピー操作後の確認手順。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage4|t4,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s4_t4_002,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,今回のコピー機散乱について、次回からコピー枚数は必ず確認、離席時は操作をキャンセル、居眠り時は休憩を取る。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage4|t4,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s4_t4_003,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,コピーはダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage4|t4,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s4_t4_004,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,今回のコピー機散乱は問題です。今後はコピー気をつけてように。,border,28,52,15,10,clear,,,border|stage4|t4,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s4_t4_005,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,何回言えばわかるんだ。コピーもできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage4|t4,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s4_t4_006,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,お前、コピーすらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage4|t4|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s4_t4_007,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,今回のコピー機散乱は許されません。500枚散乱は環境・コスト・情報管理すべてに問題です。今後はコピー枚数は必ず確認、離席時は操作をキャンセル、居眠り時は休憩を取るを徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage4|t4,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s4_t4_008,stage4,4,t4,コピー機反乱,田中がコピー機を500枚設定のまま放置し、会議資料が事務所中に散乱。本人は居眠りしていた,夢の中でコピーしてました……,75,40,コピー機散乱、問題です。次回からコピー枚数は必ず確認、離席時は操作をキャンセル、居眠り時は休憩を取る。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage4|t4,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s5_t1_001,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,今回の資料未完成について確認させてください。未完成資料での会議出席はクライアントへの失礼です。原因を教えてもらえますか。次回から前日17時までに資料完成・上司確認、間に合わないときは早めに相談。会議前日チェックリスト。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage5|t1,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s5_t1_002,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,今回の資料未完成について、次回から前日17時までに資料完成・上司確認、間に合わないときは早めに相談。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage5|t1,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s5_t1_003,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,準備はダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage5|t1,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s5_t1_004,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,今回の資料未完成は問題です。今後は準備しろように。,border,28,52,15,10,clear,,,border|stage5|t1,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s5_t1_005,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,何回言えばわかるんだ。準備もできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage5|t1,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s5_t1_006,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,お前、準備すらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage5|t1|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s5_t1_007,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,今回の資料未完成は許されません。未完成資料での会議出席はクライアントへの失礼です。今後は前日17時までに資料完成・上司確認、間に合わないときは早めに相談を徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage5|t1,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s5_t1_008,stage5,5,t1,準備不足,田中がクライアント会議の資料が未完成のまま出席した,前日までに準備する習慣をつけます……,75,40,資料未完成、問題です。次回から前日17時までに資料完成・上司確認、間に合わないときは早めに相談。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage5|t1,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s5_t2_001,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,今回のクレーム放置について確認させてください。1週間放置はお客様の不満を拡大させます。原因を教えてもらえますか。次回から受領24時間以内に一次返信、対応方針を上司と確認。クレーム対応フローの確認。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage5|t2,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s5_t2_002,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,今回のクレーム放置について、次回から受領24時間以内に一次返信、対応方針を上司と確認。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage5|t2,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s5_t2_003,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,クレームはダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage5|t2,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s5_t2_004,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,今回のクレーム放置は問題です。今後は早く対応しろように。,border,28,52,15,10,clear,,,border|stage5|t2,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s5_t2_005,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,何回言えばわかるんだ。クレームもできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage5|t2,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s5_t2_006,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,お前、クレームすらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage5|t2|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s5_t2_007,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,今回のクレーム放置は許されません。1週間放置はお客様の不満を拡大させます。今後は受領24時間以内に一次返信、対応方針を上司と確認を徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage5|t2,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s5_t2_008,stage5,5,t2,クレーム放置,田中がお客様クレーム対応を1週間放置していた,怖くて触れられなくて……,75,40,クレーム放置、問題です。次回から受領24時間以内に一次返信、対応方針を上司と確認。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage5|t2,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s5_t3_001,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,今回の全社返信について確認させてください。全社員への個別返信でサーバーが停止しました。原因を教えてもらえますか。次回から返信前にTo/CC/BCCを確認、全社宛はReply Allのみ使用。メール返信ルールの再確認。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage5|t3,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s5_t3_002,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,今回の全社返信について、次回から返信前にTo/CC/BCCを確認、全社宛はReply Allのみ使用。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage5|t3,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s5_t3_003,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,返信はダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage5|t3,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s5_t3_004,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,今回の全社返信は問題です。今後は返信気をつけてように。,border,28,52,15,10,clear,,,border|stage5|t3,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s5_t3_005,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,何回言えばわかるんだ。返信もできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage5|t3,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s5_t3_006,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,お前、返信すらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage5|t3|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s5_t3_007,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,今回の全社返信は許されません。全社員への個別返信でサーバーが停止しました。今後は返信前にTo/CC/BCCを確認、全社宛はReply Allのみ使用を徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage5|t3,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s5_t3_008,stage5,5,t3,全社一斉返信,田中が「全社員に返信」すべきメールに全社員全員へ個別返信し、サーバーが一時停止した,丁寧に返そうと思って……,75,40,全社返信、問題です。次回から返信前にTo/CC/BCCを確認、全社宛はReply Allのみ使用。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage5|t3,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
s5_t4_001,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,今回の煙幕装置について確認させてください。未完了の展示物を社長室に置くのは重大な安全・確認不足です。原因を教えてもらえますか。次回から他部署の物品は触らない、ラベル変更・移動は必ず担当者と上司に確認。物品持ち込み・移動の申請フロー。困ったら早めに相談を。,clear,10,82,75,80,clear,,確認|次回から|相談,clear|stage5|t4,模範的な指導。問題特定→対話→具体行動→仕組み。,rubric_seed,2026-06-12
s5_t4_002,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,今回の煙幕装置について、次回から他部署の物品は触らない、ラベル変更・移動は必ず担当者と上司に確認。困ったら早めに相談してください。,clear,12,65,35,55,clear,,次回から|相談,clear|stage5|t4,具体行動は十分。原因確認は弱いがクリア。,rubric_seed,2026-06-12
s5_t4_003,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,装置はダメだよ。次気をつけて。,insufficient,35,22,10,5,insufficient,,,insufficient|stage5|t4,問題点が30未満で指導不足。,rubric_seed,2026-06-12
s5_t4_004,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,今回の煙幕装置は問題です。今後は勝手に触るなように。,border,28,52,15,10,clear,,,border|stage5|t4,問題点は明確。改善は抽象的だが、問題点の明確さが基準を満たすためクリア。,rubric_seed,2026-06-12
s5_t4_005,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,何回言えばわかるんだ。装置もできないのか。使えないな。,harassment,72,28,5,0,insufficient,何回言えばわかる|使えない,,harassment|stage5|t4,ハラスメント度72。80未満で労基エンドにはならない。,rubric_seed,2026-06-12
s5_t4_006,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,お前、装置すらまともにできないのか。社会人失格だ。辞めろ。,harassment,95,18,0,0,labor_consultation,お前|社会人失格|辞めろ,,harassment|stage5|t4|labor_consultation,人格否定＋解雇示唆。労基相談エンド。,rubric_seed,2026-06-12
s5_t4_007,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,今回の煙幕装置は許されません。未完了の展示物を社長室に置くのは重大な安全・確認不足です。今後は他部署の物品は触らない、ラベル変更・移動は必ず担当者と上司に確認を徹底してください。再発した場合は評価に反映します。,border,42,70,18,12,clear,,,border|stage5|t4,厳しいが業務範囲内と判断。対話・支援は低め。,rubric_seed,2026-06-12
s5_t4_008,stage5,5,t4,机の上の煙幕装置,田中が科学部の展示用「安全な煙幕装置」を「新商品サンプル」とラベル貼り替え、社長室の机の上に置いた,インパクトがあると思って……科学部は「それ実験未完了です」と言ってます,75,40,煙幕装置、問題です。次回から他部署の物品は触らない、ラベル変更・移動は必ず担当者と上司に確認。以上。,border,15,68,22,28,clear,,次回から|確認,border|stage5|t4,対話・支援は低いが問題点が基準を満たす。,rubric_seed,2026-06-12
